SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
1492,5,3,Rural,1979,191101.7494,128.08,46,Mid-Range
2236,4,1,Urban,1973,236176.7404,105.62,52,Mid-Range
2716,2,2,Suburb,1997,299032.0218,110.1,28,High-End
1337,3,3,Urban,1971,84685.09028,63.34,54,Budget
1172,5,2,Urban,2017,112546.1508,96.03,8,Budget
1671,5,1,Suburb,2000,183244.6712,109.66,25,Budget
1163,3,3,Rural,2011,114009.4555,98.03,14,Budget
1464,2,2,Urban,2016,123522.8664,84.37,9,Budget
1994,3,3,Suburb,1965,254431.7734,127.6,60,Mid-Range
1496,2,2,Suburb,2002,126123.3886,84.31,23,Budget
1699,5,2,Rural,1987,285620.4457,168.11,38,High-End
1394,5,3,Rural,1997,138880.1014,99.63,28,Budget
1702,4,2,Rural,2008,180800.4274,106.23,17,Budget
2940,2,3,Suburb,1956,268314.031,91.26,69,High-End
1307,3,1,Rural,1994,96464.69355,73.81,31,Budget
2791,2,2,Urban,2010,316930.2772,113.55,15,High-End
1182,2,2,Urban,1976,86128.02984,72.87,49,Budget
1628,2,2,Urban,1980,186170.8798,114.36,45,Budget
2817,2,2,Suburb,2019,338627.003,120.21,6,High-End
1509,3,1,Rural,2006,116008.0091,76.88,19,Budget
2731,4,3,Suburb,1962,222600.8936,81.51,63,Mid-Range
1545,5,3,Suburb,2005,259988.4039,168.28,20,Mid-Range
2587,3,3,Rural,1956,213439.7939,82.5,69,Mid-Range
1623,3,1,Urban,1988,205946.1351,126.89,37,Mid-Range
2787,5,1,Suburb,2000,240728.7458,86.38,25,Mid-Range
1593,4,3,Rural,2006,203212.7314,127.57,19,Mid-Range
1743,3,3,Urban,1995,233564.2789,134,30,Mid-Range
2250,5,1,Rural,1963,225151.194,100.07,62,Mid-Range
2768,4,1,Rural,2005,226681.9544,81.89,20,Mid-Range
2756,4,2,Urban,1967,265441.0253,96.31,58,High-End
2459,2,3,Urban,2003,232974.1703,94.74,22,Mid-Range
2948,3,3,Suburb,2002,283715.3805,96.24,23,High-End
2445,4,3,Suburb,1992,113827.7656,46.56,33,Budget
1553,3,3,Urban,1967,115575.522,74.42,58,Budget
1020,5,3,Rural,1952,98716.03835,96.78,73,Budget
1553,3,2,Urban,2001,172649.2993,111.17,24,Budget
1396,4,1,Urban,1981,124313.7553,89.05,44,Budget
1624,5,2,Urban,1951,214156.604,131.87,74,Mid-Range
1104,5,2,Suburb,1960,107228.5392,97.13,65,Budget
1191,2,3,Rural,1951,163391.494,137.19,74,Budget
1016,5,2,Suburb,1978,190235.2454,187.24,47,Mid-Range
2143,4,2,Suburb,1952,254698.6998,118.85,73,Mid-Range
1392,2,3,Urban,2009,191605.0123,137.65,16,Mid-Range
1424,4,2,Urban,2005,133596.2554,93.82,20,Budget
1128,4,2,Suburb,1950,178684.878,158.41,75,Budget
2153,2,1,Urban,2013,169288.5717,78.63,12,Budget
1571,2,3,Rural,1961,166900.0131,106.24,64,Budget
2583,3,3,Suburb,1954,303031.1698,117.32,71,High-End
1028,4,2,Urban,2001,120717.0354,117.43,24,Budget
2120,3,3,Suburb,2020,244825.1606,115.48,5,Mid-Range
2033,5,1,Rural,1992,180347.8961,88.71,33,Budget
1241,5,2,Suburb,2007,192982.3992,155.51,18,Mid-Range
2849,3,1,Suburb,1979,247704.5366,86.94,46,Mid-Range
2979,2,2,Suburb,1967,257150.9829,86.32,58,Mid-Range
1231,5,2,Urban,1986,203542.425,165.35,39,Mid-Range
1788,2,3,Suburb,1967,260748.1255,145.83,58,High-End
2307,3,3,Urban,1985,271059.9372,117.49,40,High-End
1714,2,2,Urban,2004,175358.6972,102.31,21,Budget
1758,4,1,Suburb,2005,143407.4765,81.57,20,Budget
1801,5,2,Suburb,2009,157229.5024,87.3,16,Budget
1775,2,2,Suburb,1996,171578.1451,96.66,29,Budget
2978,2,2,Suburb,1970,291795.4759,97.98,55,High-End
1725,4,1,Suburb,1981,80574.05732,46.71,44,Budget
1199,2,3,Suburb,1979,157912.5287,131.7,46,Budget
1944,3,3,Suburb,1990,130009.8006,66.88,35,Budget
1078,3,1,Urban,2007,57658.96129,53.49,18,Budget
2936,3,3,Rural,2011,289947.4395,98.76,14,High-End
1955,5,2,Rural,1990,238773.3124,122.13,35,Mid-Range
2878,2,3,Rural,1967,312036.3603,108.42,58,High-End
1855,5,3,Rural,1987,217283.7708,117.13,38,Mid-Range
2196,5,1,Urban,1996,194780.8881,88.7,29,Mid-Range
1466,2,1,Rural,2006,156811.7644,106.97,19,Budget
1580,2,2,Suburb,1971,236684.5768,149.8,54,Mid-Range
2439,3,2,Urban,1994,267225.5738,109.56,31,High-End
1939,5,3,Rural,2004,260253.775,134.22,21,Mid-Range
1448,5,1,Rural,1988,66486.86232,45.92,37,Budget
1086,2,1,Rural,2017,127241.756,117.17,8,Budget
1100,5,2,Rural,1989,182859.9475,166.24,36,Budget
2031,4,3,Rural,1965,256195.7758,126.14,60,Mid-Range
1844,2,3,Rural,2011,225565.5271,122.32,14,Mid-Range
2223,3,1,Urban,1957,201606.5244,90.69,68,Mid-Range
2528,4,1,Suburb,1984,285395.1007,112.89,41,High-End
1086,4,1,Rural,1981,183383.5692,168.86,44,Budget
1042,3,1,Rural,1995,114428.8059,109.82,30,Budget
2408,4,2,Rural,1993,353976.4838,147,32,High-End
2644,4,2,Urban,2000,235622.4051,89.12,25,Mid-Range
2458,4,1,Rural,1969,285258.9993,116.05,56,High-End
1407,5,3,Urban,2005,165141.4607,117.37,20,Budget
2506,4,2,Urban,1957,199439.1247,79.58,68,Mid-Range
1663,4,1,Suburb,2000,198048.5434,119.09,25,Mid-Range
2040,2,1,Urban,1950,212732.3376,104.28,75,Mid-Range
2668,3,3,Suburb,1992,233696.2862,87.59,33,Mid-Range
1147,5,3,Rural,2014,67321.3716,58.69,11,Budget
1276,5,1,Rural,2008,165273.7725,129.52,17,Budget
1231,3,2,Rural,1990,144638.7181,117.5,35,Budget
2849,5,2,Rural,1959,319329.4672,112.08,66,High-End
2950,5,3,Urban,1986,382303.3065,129.59,39,High-End
1365,5,2,Suburb,1966,177278.824,129.87,59,Budget
2251,2,2,Urban,1963,207351.8301,92.12,62,Mid-Range
2674,2,2,Rural,1965,411781.9948,153.99,60,High-End
1435,5,1,Urban,1953,264587.3995,184.38,72,High-End
1398,3,1,Rural,1967,147721.2074,105.67,58,Budget
2234,3,2,Suburb,1988,252086.0103,112.84,37,Mid-Range
2414,2,1,Urban,1953,147288.7771,61.01,72,Budget
1498,2,3,Suburb,1962,203830.8199,136.07,63,Mid-Range
1539,4,2,Urban,2003,166166.1651,107.97,22,Budget
1562,2,2,Suburb,1970,189795.0842,121.51,55,Mid-Range
2514,5,3,Urban,1962,219149.5809,87.17,63,Mid-Range
1441,2,2,Urban,1980,190185.0235,131.98,45,Mid-Range
2284,4,2,Rural,1954,159292.7807,69.74,71,Budget
1772,4,2,Urban,1958,69042.38379,38.96,67,Budget
1349,3,3,Suburb,1994,237053.3426,175.73,31,Mid-Range
2375,3,1,Suburb,1958,149445.6618,62.92,67,Budget
1519,5,1,Suburb,1958,92982.49698,61.21,67,Budget
2343,2,2,Rural,2007,196703.0299,83.95,18,Mid-Range
1137,4,1,Suburb,1971,123377.99,108.51,54,Budget
2573,4,2,Rural,2005,165588.5823,64.36,20,Budget
2646,3,3,Suburb,1953,209654.2075,79.23,72,Mid-Range
1991,3,3,Rural,1992,155152.1827,77.93,33,Budget
1367,2,2,Suburb,1979,129191.5432,94.51,46,Budget
2243,4,2,Rural,1978,337379.2207,150.41,47,High-End
2360,3,2,Urban,1965,285712.3727,121.06,60,High-End
2246,2,1,Suburb,1964,236335.4105,105.23,61,Mid-Range
2671,2,3,Rural,1957,241037.4047,90.24,68,Mid-Range
2791,2,2,Rural,1964,279430.3676,100.12,61,High-End
1359,3,1,Rural,2009,138899.4748,102.21,16,Budget
1920,3,2,Rural,1982,229328.4149,119.44,43,Mid-Range
1328,3,3,Suburb,2021,165888.7736,124.92,4,Budget
1961,5,3,Rural,1990,216560.9931,110.43,35,Mid-Range
1462,5,3,Suburb,2008,205631.557,140.65,17,Mid-Range
1945,5,2,Urban,1982,230228.2498,118.37,43,Mid-Range
1962,3,3,Urban,1991,136922.901,69.79,34,Budget
2584,3,2,Urban,1964,217015.2165,83.98,61,Mid-Range
2827,5,1,Suburb,1968,266097.7406,94.13,57,High-End
2405,4,1,Urban,1995,320707.5064,133.35,30,High-End
1835,4,1,Suburb,1978,250200.1151,136.35,47,Mid-Range
2613,4,2,Urban,1959,281734.3934,107.82,66,High-End
2640,4,3,Urban,2010,299682.9632,113.52,15,High-End
1168,5,3,Suburb,1980,133294.1228,114.12,45,Budget
1216,2,2,Urban,1951,147211.2554,121.06,74,Budget
1377,2,1,Suburb,1960,181801.3084,132.03,65,Budget
1118,4,1,Suburb,1989,149202.6706,133.45,36,Budget
1189,3,2,Urban,1988,105365.6034,88.62,37,Budget
1766,4,3,Suburb,1999,189955.1372,107.56,26,Mid-Range
1369,4,3,Rural,1955,175157.0296,127.95,70,Budget
2801,2,3,Rural,1977,257263.167,91.85,48,Mid-Range
1148,3,3,Urban,1961,154140.8473,134.27,64,Budget
2699,2,1,Rural,1997,312966.2803,115.96,28,High-End
1651,3,3,Urban,2005,189808.5161,114.97,20,Mid-Range
2882,5,2,Suburb,1982,371934.4888,129.05,43,High-End
2511,2,3,Suburb,1959,288418.6461,114.86,66,High-End
1769,5,1,Rural,1958,237649.0971,134.34,67,Mid-Range
1373,5,3,Rural,2008,132497.9906,96.5,17,Budget
1780,4,3,Rural,1971,269155.7514,151.21,54,High-End
2716,3,2,Suburb,1998,321177.9522,118.25,27,High-End
1159,2,3,Rural,2010,126204.6848,108.89,15,Budget
1350,4,3,Urban,1980,187740.5591,139.07,45,Budget
2935,2,2,Suburb,2014,310095.1201,105.65,11,High-End
2311,5,2,Rural,1956,305474.8656,132.18,69,High-End
2311,2,2,Suburb,1971,240336.7127,104,54,Mid-Range
1891,2,2,Suburb,1970,186482.0244,98.62,55,Budget
2249,4,1,Urban,1996,227382.4833,101.1,29,Mid-Range
1522,3,3,Urban,1981,214824.4817,141.15,44,Mid-Range
1521,2,3,Rural,1996,190829.5939,125.46,29,Mid-Range
1782,5,1,Suburb,2015,314004.3201,176.21,10,High-End
1272,5,2,Urban,2014,157232.4164,123.61,11,Budget
1935,4,3,Urban,2010,146276.7206,75.6,15,Budget
2425,5,2,Rural,1966,298145.6938,122.95,59,High-End
1182,2,2,Suburb,1972,141121.9211,119.39,53,Budget
2992,3,1,Rural,1999,324707.658,108.53,26,High-End
2688,2,1,Rural,2018,272252.4117,101.28,7,High-End
1487,4,2,Rural,2013,172630.7945,116.09,12,Budget
2850,5,3,Suburb,1997,348967.9234,122.44,28,High-End
1845,2,2,Suburb,1962,227820.7861,123.48,63,Mid-Range
1123,2,3,Rural,1966,94380.09783,84.04,59,Budget
1984,5,2,Rural,2013,217392.2378,109.57,12,Mid-Range
2649,3,2,Rural,2000,358652.4308,135.39,25,High-End
1789,3,3,Suburb,1974,262667.8821,146.82,51,High-End
1413,3,1,Rural,1969,170918.921,120.96,56,Budget
2748,5,1,Urban,2008,304504.398,110.81,17,High-End
2195,2,2,Rural,2018,109733.1424,49.99,7,Budget
2311,4,3,Rural,1970,256710.0632,111.08,55,Mid-Range
2458,2,1,Suburb,1982,228394.7586,92.92,43,Mid-Range
1685,5,3,Suburb,2012,142153.2851,84.36,13,Budget
1112,5,1,Urban,2005,70445.46443,63.35,20,Budget
1887,2,3,Rural,1955,235102.4378,124.59,70,Mid-Range
2940,5,2,Suburb,1961,250084.4918,85.06,64,Mid-Range
1121,2,3,Suburb,2006,101599.9098,90.63,19,Budget
2567,2,2,Suburb,2006,282166.6719,109.92,19,High-End
2245,3,1,Suburb,2017,343022.7574,152.79,8,High-End
2654,5,3,Suburb,1999,297306.9439,112.02,26,High-End
1038,5,1,Suburb,1976,96854.60595,93.31,49,Budget
1496,3,1,Rural,2010,231832.9731,154.97,15,Mid-Range
1779,3,2,Suburb,1954,220128.9846,123.74,71,Mid-Range
2256,3,3,Rural,2016,248975.8353,110.36,9,Mid-Range
1942,4,2,Rural,1953,194949.5751,100.39,72,Mid-Range
2553,5,3,Urban,1962,345898.188,135.49,63,High-End
1148,2,1,Urban,1952,207320.0155,180.59,73,Mid-Range
2420,2,1,Urban,2020,335654.6821,138.7,5,High-End
2021,2,3,Rural,1964,170014.4475,84.12,61,Budget
1660,5,1,Rural,1968,203439.9026,122.55,57,Mid-Range
2661,4,1,Rural,1980,279168.2935,104.91,45,High-End
2927,5,2,Suburb,1964,270887.9805,92.55,61,High-End
1301,5,1,Urban,1997,82347.26906,63.3,28,Budget
2383,5,1,Suburb,2003,225942.174,94.81,22,Mid-Range
1237,5,1,Urban,2004,220770.215,178.47,21,Mid-Range
1646,5,3,Urban,2007,295325.5508,179.42,18,High-End
1662,4,1,Suburb,2005,147084.9127,88.5,20,Budget
1235,3,2,Rural,2012,-19871.25115,-16.09,13,Budget
2759,2,2,Urban,2013,313276.2532,113.55,12,High-End
1202,5,2,Rural,1984,250758.4084,208.62,41,Mid-Range
1255,5,2,Suburb,1980,167128.782,133.17,45,Budget
1597,5,1,Urban,1968,131208.1655,82.16,57,Budget
1661,2,2,Rural,2007,164928.548,99.29,18,Budget
1234,4,3,Urban,2002,64552.72702,52.31,23,Budget
2368,2,3,Rural,2017,309664.598,130.77,8,High-End
1533,4,1,Rural,1958,195595.7603,127.59,67,Mid-Range
1859,3,3,Rural,1959,209603.7269,112.75,66,Mid-Range
2820,5,3,Suburb,1997,338858.368,120.16,28,High-End
2804,4,1,Urban,1972,235291.7023,83.91,53,Mid-Range
2489,2,1,Rural,1974,240502.1599,96.63,51,Mid-Range
1769,4,2,Suburb,2006,261743.9067,147.96,19,High-End
1540,4,2,Rural,1985,112637.0593,73.14,40,Budget
1212,3,1,Rural,1975,190867.2487,157.48,50,Mid-Range
1462,5,3,Suburb,1976,166426.1819,113.83,49,Budget
1435,5,1,Suburb,1985,101224.1919,70.54,40,Budget
1282,2,2,Urban,1981,162832.7625,127.01,44,Budget
2585,2,1,Suburb,1976,346352.981,133.99,49,High-End
2630,3,1,Rural,1963,255598.2309,97.19,62,Mid-Range
2486,4,3,Suburb,1995,319032.1494,128.33,30,High-End
2430,4,1,Suburb,1998,299338.6524,123.18,27,High-End
1087,2,2,Rural,1983,115141.8318,105.93,42,Budget
2067,5,1,Rural,1979,281590.0396,136.23,46,High-End
1460,4,3,Urban,1982,206687.407,141.57,43,Mid-Range
1277,3,1,Rural,1992,69539.33493,54.46,33,Budget
2706,2,3,Suburb,1957,229539.8669,84.83,68,Mid-Range
1420,4,1,Suburb,2018,156561.6257,110.25,7,Budget
2724,5,3,Rural,1963,358648.7381,131.66,62,High-End
2376,5,1,Urban,2010,254442.4445,107.09,15,Mid-Range
1695,3,1,Urban,1970,289798.0417,170.97,55,High-End
1514,3,1,Rural,1978,217093.7264,143.39,47,Mid-Range
1702,2,1,Suburb,1958,157277.3114,92.41,67,Budget
2653,2,1,Rural,2011,192253.8753,72.47,14,Mid-Range
1018,5,2,Suburb,2006,128947.1792,126.67,19,Budget
1022,5,2,Suburb,1977,144098.6497,141,48,Budget
1412,4,1,Suburb,1978,180968.8137,128.16,47,Budget
2053,4,3,Rural,1998,256961.1189,125.16,27,Mid-Range
2830,4,3,Suburb,2000,280565.9844,99.14,25,High-End
1107,3,2,Rural,2008,189618.7095,171.29,17,Mid-Range
2390,3,2,Rural,1990,209809.9029,87.79,35,Mid-Range
2304,4,2,Urban,1968,318464.1309,138.22,57,High-End
2151,5,3,Urban,1972,203172.4696,94.45,53,Mid-Range
2252,2,2,Urban,2017,249661.2375,110.86,8,Mid-Range
2134,3,2,Rural,1977,268257.4295,125.71,48,High-End
1135,3,2,Rural,2021,157990.0476,139.2,4,Budget
1361,4,1,Rural,1983,112370.169,82.56,42,Budget
2209,2,1,Urban,1967,186727.3614,84.53,58,Budget
2679,3,2,Suburb,1982,215865.2424,80.58,43,Mid-Range
2607,2,3,Suburb,2004,215014.2583,82.48,21,Mid-Range
1128,3,1,Urban,1979,61993.38381,54.96,46,Budget
2899,2,2,Urban,1952,372315.8471,128.43,73,High-End
2284,2,1,Suburb,1971,332202.8676,145.45,54,High-End
1514,3,3,Urban,1965,200507.001,132.44,60,Mid-Range
1448,2,2,Rural,1958,189605.2788,130.94,67,Mid-Range
2923,5,2,Rural,1988,359085.9999,122.85,37,High-End
2127,3,1,Urban,2012,221557.2436,104.16,13,Mid-Range
2506,3,2,Rural,1982,242896.7263,96.93,43,Mid-Range
2247,5,1,Rural,1964,243800.5491,108.5,61,Mid-Range
2855,2,3,Rural,1974,217989.6904,76.35,51,Mid-Range
1873,5,1,Suburb,1980,218285.6547,116.54,45,Mid-Range
2889,3,2,Urban,2009,412180.6786,142.67,16,High-End
2514,5,3,Rural,1993,276918.7546,110.15,32,High-End
1472,2,3,Urban,1999,147911.1591,100.48,26,Budget
2033,5,3,Rural,1965,266828.8048,131.25,60,High-End
2428,3,1,Suburb,2019,232022.0638,95.56,6,Mid-Range
2919,2,3,Rural,1999,254693.6927,87.25,26,Mid-Range
1301,3,2,Suburb,1979,108301.9194,83.25,46,Budget
1230,3,3,Rural,1989,217984.6768,177.22,36,Mid-Range
2754,4,3,Suburb,1991,280689.2339,101.92,34,High-End
1922,3,1,Rural,1950,141603.3835,73.68,75,Budget
2089,3,1,Rural,2013,261293.3782,125.08,12,High-End
1936,2,2,Suburb,1991,224127.1424,115.77,34,Mid-Range
1111,2,2,Rural,1984,91996.30687,82.8,41,Budget
2036,2,1,Rural,1995,242475.6811,119.09,30,Mid-Range
2416,5,3,Rural,1967,310962.874,128.71,58,High-End
1499,5,1,Suburb,2007,118865.2479,79.3,18,Budget
1931,2,1,Urban,2013,257032.8913,133.11,12,Mid-Range
1597,5,1,Rural,1957,172280.0653,107.88,68,Budget
1233,4,2,Rural,1980,66481.78547,53.92,45,Budget
1601,5,2,Suburb,1963,111508.2163,69.65,62,Budget
1313,4,2,Urban,1970,125095.5486,95.27,55,Budget
1565,2,2,Rural,2020,185563.7578,118.57,5,Budget
2035,2,3,Rural,2004,259814.2224,127.67,21,Mid-Range
1208,5,2,Urban,1985,141224.8526,116.91,40,Budget
2997,2,2,Rural,1988,230653.3848,76.96,37,Mid-Range
2037,2,3,Urban,1975,286036.6114,140.42,50,High-End
2656,3,3,Suburb,1985,351655.9717,132.4,40,High-End
2441,2,1,Suburb,1985,268620.7994,110.05,40,High-End
2460,3,3,Urban,2009,248555.109,101.04,16,Mid-Range
2400,2,3,Suburb,1975,240143.6717,100.06,50,Mid-Range
2043,4,2,Urban,1982,137819.9478,67.46,43,Budget
1586,4,2,Rural,1965,163736.6868,103.24,60,Budget
2935,2,2,Suburb,1950,241215.8461,82.19,75,Mid-Range
2778,4,2,Urban,2014,318478.9075,114.64,11,High-End
2758,4,3,Urban,2011,271596.9777,98.48,14,High-End
2014,4,2,Urban,1964,314082.5856,155.95,61,High-End
2093,5,2,Rural,1977,309180.0719,147.72,48,High-End
2847,4,1,Rural,1984,254727.0311,89.47,41,Mid-Range
2234,3,3,Rural,1955,217044.4727,97.16,70,Mid-Range
2124,5,3,Suburb,1956,261314.7535,123.03,69,High-End
1697,3,3,Rural,1977,210918.2755,124.29,48,Mid-Range
1131,3,1,Urban,1999,171937.2261,152.02,26,Budget
2646,3,3,Rural,1986,285216.879,107.79,39,High-End
2404,5,3,Suburb,1980,168817.2823,70.22,45,Budget
2155,2,2,Rural,1956,211881.5938,98.32,69,Mid-Range
2043,4,3,Urban,2002,217343.663,106.38,23,Mid-Range
2929,4,2,Suburb,1987,327070.7786,111.67,38,High-End
1535,2,1,Urban,1990,213733.3771,139.24,35,Mid-Range
2013,2,2,Rural,1990,266794.0985,132.54,35,High-End
1226,3,1,Suburb,2008,165595.0854,135.07,17,Budget
2177,5,1,Suburb,1962,234625.5799,107.77,63,Mid-Range
2828,3,1,Urban,1961,311416.5292,110.12,64,High-End
2765,4,2,Suburb,1975,268501.3484,97.11,50,High-End
2492,2,1,Suburb,2003,320150.1052,128.47,22,High-End
1821,4,2,Suburb,1995,188399.6186,103.46,30,Budget
1870,2,2,Urban,1983,203003.3169,108.56,42,Mid-Range
1404,5,2,Rural,2005,77075.49364,54.9,20,Budget
1201,3,1,Urban,2006,129520.4436,107.84,19,Budget
1037,4,2,Rural,1984,183274.9743,176.74,41,Budget
1941,5,2,Rural,1966,222369.3557,114.56,59,Mid-Range
2795,4,1,Suburb,1982,279070.8179,99.85,43,High-End
1187,2,2,Suburb,2004,211295.0221,178.01,21,Mid-Range
2080,4,1,Rural,1967,179504.1171,86.3,58,Budget
1940,5,1,Rural,1983,178111.5765,91.81,42,Budget
2043,5,1,Suburb,1955,158461.3181,77.56,70,Budget
1272,3,2,Rural,2011,213233.2984,167.64,14,Mid-Range
2142,4,2,Rural,2017,148585.6112,69.37,8,Budget
1582,2,3,Rural,2010,169730.0933,107.29,15,Budget
1515,4,3,Rural,2012,157802.861,104.16,13,Budget
2244,3,3,Rural,1971,250040.0838,111.43,54,Mid-Range
1525,2,1,Suburb,1969,225603.0782,147.94,56,Mid-Range
2538,2,3,Suburb,1959,252853.9168,99.63,66,Mid-Range
2751,3,2,Urban,2004,280059.6977,101.8,21,High-End
2764,2,1,Rural,2005,221608.0864,80.18,20,Mid-Range
1335,5,1,Urban,2014,187410.458,140.38,11,Budget
1697,5,2,Urban,1964,200595.5223,118.21,61,Mid-Range
2078,2,3,Suburb,1977,230098.5472,110.73,48,Mid-Range
1499,4,3,Rural,1965,242685.839,161.9,60,Mid-Range
1899,2,2,Urban,2009,221111.313,116.44,16,Mid-Range
2911,4,2,Urban,2006,249657.28,85.76,19,Mid-Range
1765,3,3,Urban,1964,165649.0325,93.85,61,Budget
1535,5,2,Suburb,1999,305659.5845,199.13,26,High-End
1161,5,3,Rural,1970,195354.3034,168.26,55,Mid-Range
2693,3,2,Rural,1997,260102.3187,96.58,28,Mid-Range
1593,3,3,Suburb,1980,131238.8394,82.38,45,Budget
2938,5,2,Rural,2013,241186.5709,82.09,12,Mid-Range
1158,3,1,Suburb,2008,167100.6521,144.3,17,Budget
2211,2,1,Rural,1987,220628.4754,99.79,38,Mid-Range
1059,2,1,Urban,1986,91808.81943,86.69,39,Budget
1914,4,2,Rural,1963,226146.1206,118.15,62,Mid-Range
2840,4,3,Urban,2011,353639.1194,124.52,14,High-End
2342,4,3,Rural,2019,212892.9357,90.9,6,Mid-Range
2901,2,3,Urban,1996,470989.6791,162.35,29,High-End
1210,5,1,Rural,2019,89705.1585,74.14,6,Budget
1405,4,1,Urban,1988,184428.1239,131.27,37,Budget
1663,2,3,Rural,2020,167679.8968,100.83,5,Budget
2132,5,2,Suburb,1982,245569.0828,115.18,43,Mid-Range
2099,3,2,Rural,2000,314619.8376,149.89,25,High-End
1541,2,3,Urban,1994,227911.994,147.9,31,Mid-Range
2337,3,3,Suburb,1983,169714.927,72.62,42,Budget
1997,4,2,Suburb,1996,220657.9832,110.49,29,Mid-Range
2140,5,3,Urban,1986,199300.1652,93.13,39,Mid-Range
1926,2,2,Suburb,1952,173274.284,89.97,73,Budget
1867,4,2,Urban,2017,143930.5258,77.09,8,Budget
2727,4,1,Suburb,1959,222875.4109,81.73,66,Mid-Range
1018,5,1,Rural,1970,152476.6391,149.78,55,Budget
1431,3,1,Urban,2021,193015.2045,134.88,4,Mid-Range
2708,4,3,Suburb,2004,284986.7129,105.24,21,High-End
1739,5,2,Suburb,2016,183037.5106,105.25,9,Budget
2373,5,3,Urban,2013,297296.0006,125.28,12,High-End
1182,2,3,Urban,1951,96296.99457,81.47,74,Budget
1112,4,3,Urban,1982,22206.06152,19.97,43,Budget
2206,3,2,Suburb,1988,300476.2032,136.21,37,High-End
1480,3,1,Suburb,2014,206367.8239,139.44,11,Mid-Range
2169,4,2,Rural,2014,246342.4858,113.57,11,Mid-Range
1830,3,2,Urban,2009,245287.5254,134.04,16,Mid-Range
2651,5,3,Rural,1966,331022.4592,124.87,59,High-End
2136,5,3,Urban,2007,270464.4601,126.62,18,High-End
1762,4,1,Suburb,1980,256277.3253,145.45,45,Mid-Range
1475,3,2,Urban,1955,105710.2114,71.67,70,Budget
1762,5,1,Rural,2000,150840.4402,85.61,25,Budget
2326,4,3,Rural,1999,298666.7447,128.4,26,High-End
1970,5,3,Suburb,2016,240967.2793,122.32,9,Mid-Range
2848,4,1,Rural,2005,328773.3981,115.44,20,High-End
2019,2,1,Rural,1960,234185.0805,115.99,65,Mid-Range
2141,2,2,Suburb,1956,320770.3634,149.82,69,High-End
2836,4,1,Rural,1999,270068.8025,95.23,26,High-End
1160,2,1,Suburb,2007,183294.6824,158.01,18,Budget
1400,2,2,Suburb,1983,110133.3715,78.67,42,Budget
1197,3,3,Rural,1956,106614.7121,89.07,69,Budget
2283,2,2,Suburb,1951,174931.5493,76.62,74,Budget
1659,3,3,Urban,1984,235157.3052,141.75,41,Mid-Range
2775,2,3,Suburb,1985,245658.4858,88.53,40,Mid-Range
2070,2,1,Rural,1976,188867.9144,91.24,49,Budget
1398,5,1,Urban,1975,306902.2965,219.53,50,High-End
2733,4,1,Urban,2019,208916.6289,76.44,6,Mid-Range
2582,2,1,Urban,2021,272727.8839,105.63,4,High-End
1077,4,1,Urban,1965,155367.5214,144.26,60,Budget
1123,4,3,Suburb,1956,147367.2098,131.23,69,Budget
1074,5,2,Suburb,1957,233342.8639,217.27,68,Mid-Range
2894,4,1,Suburb,1950,297673.0238,102.86,75,High-End
1136,4,3,Rural,1981,177642.9566,156.38,44,Budget
1601,2,1,Rural,1977,117202.9788,73.21,48,Budget
2423,5,2,Urban,2001,329919.086,136.16,24,High-End
1836,4,3,Rural,1982,183705.8913,100.06,43,Budget
2528,2,2,Suburb,1967,314441.3188,124.38,58,High-End
1499,5,1,Suburb,1971,192430.773,128.37,54,Mid-Range
2596,2,3,Suburb,1999,315521.4706,121.54,26,High-End
1137,5,2,Suburb,1963,105493.1972,92.78,62,Budget
1049,5,1,Suburb,1991,78552.60333,74.88,34,Budget
2794,3,1,Urban,2019,263332.1577,94.25,6,High-End
1972,3,3,Suburb,1991,243326.4915,123.39,34,Mid-Range
2642,3,1,Suburb,1978,247816.9083,93.8,47,Mid-Range
2648,4,2,Suburb,1998,303507.0475,114.62,27,High-End
2885,2,1,Urban,1962,332380.6721,115.21,63,High-End
1253,5,2,Suburb,1985,59000.84998,47.09,40,Budget
2653,2,2,Rural,1989,267891.449,100.98,36,High-End
1709,4,2,Urban,1971,168040.2105,98.33,54,Budget
2872,3,2,Urban,1968,351824.736,122.5,57,High-End
2900,3,3,Suburb,2015,412564.994,142.26,10,High-End
